age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeecount,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,over18,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager
38,no,travel_rarely,364,research_&_development,3,doctor,technical_degree,1,193,very_high,female,32,high,2,research_scientist,high,single,4317,2302,3,y,yes,20,outstanding,medium,80,0,19,2,better,3,2,2,2
30,no,travel_rarely,438,research_&_development,18,bachelor,life_sciences,1,194,low,female,75,high,1,research_scientist,high,single,2632,23910,1,y,no,14,excellent,high,80,0,5,4,good,5,4,0,4
32,no,travel_frequently,689,sales,9,college,medical,1,195,very_high,male,35,low,2,sales_executive,very_high,divorced,4668,22812,0,y,no,17,excellent,very_high,80,3,9,2,best,8,7,0,7
30,no,travel_rarely,201,research_&_development,5,bachelor,technical_degree,1,197,very_high,female,84,high,1,research_scientist,low,divorced,3204,10415,5,y,no,14,excellent,very_high,80,1,8,3,better,3,2,2,2
30,no,travel_rarely,1427,research_&_development,2,below_college,medical,1,198,medium,male,35,medium,1,laboratory_technician,very_high,single,2720,11162,0,y,no,13,excellent,very_high,80,0,6,3,better,5,3,1,2
41,no,travel_frequently,857,research_&_development,10,bachelor,life_sciences,1,199,very_high,male,91,medium,4,manager,low,divorced,17181,12888,4,y,no,13,excellent,medium,80,1,21,2,good,7,6,7,7
41,no,travel_rarely,933,research_&_development,9,master,life_sciences,1,200,high,male,94,high,1,laboratory_technician,low,married,2238,6961,2,y,no,21,outstanding,very_high,80,1,7,2,better,5,0,1,4
19,no,travel_rarely,1181,research_&_development,3,below_college,medical,1,201,medium,female,79,high,1,laboratory_technician,medium,single,1483,16102,1,y,no,14,excellent,very_high,80,0,1,3,better,1,0,0,0
40,no,travel_frequently,1395,research_&_development,26,bachelor,medical,1,202,medium,female,54,high,2,research_scientist,medium,divorced,5605,8504,1,y,no,11,excellent,low,80,1,20,2,better,20,7,2,13
35,no,travel_rarely,662,sales,1,doctor,marketing,1,204,high,male,94,high,3,sales_executive,medium,married,7295,11439,1,y,no,13,excellent,low,80,2,10,3,better,10,8,0,6
53,no,travel_rarely,1436,sales,6,college,marketing,1,205,medium,male,34,high,2,sales_representative,high,married,2306,16047,2,y,yes,20,outstanding,very_high,80,1,13,3,bad,7,7,4,5
45,no,travel_rarely,194,research_&_development,9,bachelor,life_sciences,1,206,medium,male,60,high,2,laboratory_technician,medium,divorced,2348,10901,8,y,no,18,excellent,high,80,1,20,2,bad,17,9,0,15
32,no,travel_frequently,967,sales,8,bachelor,marketing,1,207,medium,female,43,high,3,sales_executive,very_high,single,8998,15589,1,y,no,14,excellent,very_high,80,0,9,2,better,9,8,3,7
29,no,non_travel,1496,research_&_development,1,below_college,technical_degree,1,208,very_high,male,41,high,2,manufacturing_director,high,married,4319,26283,1,y,no,13,excellent,low,80,1,10,1,better,10,7,0,9
51,no,travel_rarely,1169,research_&_development,7,master,medical,1,211,medium,male,34,medium,2,manufacturing_director,high,married,6132,13983,2,y,no,17,excellent,high,80,0,10,2,better,1,0,0,0
58,no,travel_rarely,1145,research_&_development,9,bachelor,medical,1,214,medium,female,75,medium,1,research_scientist,medium,married,3346,11873,4,y,yes,20,outstanding,medium,80,1,9,3,good,1,0,0,0
40,no,travel_rarely,630,sales,4,master,marketing,1,215,high,male,67,medium,3,sales_executive,very_high,married,10855,8552,7,y,no,11,excellent,low,80,1,15,2,good,12,11,2,11
34,no,travel_frequently,303,sales,2,master,marketing,1,216,high,female,75,high,1,sales_representative,high,married,2231,11314,6,y,no,18,excellent,very_high,80,1,6,3,better,4,3,1,2
22,no,travel_rarely,1256,research_&_development,19,below_college,medical,1,217,high,male,80,high,1,research_scientist,very_high,married,2323,11992,1,y,no,24,outstanding,low,80,2,2,6,better,2,2,2,2
27,no,non_travel,691,research_&_development,9,bachelor,medical,1,218,very_high,male,57,high,1,research_scientist,medium,divorced,2024,5970,6,y,no,18,excellent,very_high,80,1,6,1,bad,2,2,2,2
28,no,travel_rarely,440,research_&_development,21,bachelor,medical,1,221,high,male,42,high,1,research_scientist,very_high,married,2713,6672,1,y,no,11,excellent,high,80,1,5,2,bad,5,2,0,2
57,no,travel_rarely,334,research_&_development,24,college,life_sciences,1,223,high,male,83,very_high,3,healthcare_representative,very_high,divorced,9439,23402,3,y,yes,16,excellent,medium,80,1,12,2,bad,5,3,1,4
27,no,non_travel,1450,research_&_development,3,bachelor,medical,1,224,high,male,79,medium,1,research_scientist,high,divorced,2566,25326,1,y,yes,15,excellent,very_high,80,1,1,2,good,1,1,0,1
50,no,travel_rarely,1452,research_&_development,11,bachelor,life_sciences,1,226,high,female,53,high,5,manager,medium,single,19926,17053,3,y,no,15,excellent,medium,80,0,21,5,better,5,4,4,4
41,no,travel_rarely,465,research_&_development,14,bachelor,life_sciences,1,227,low,male,56,high,1,research_scientist,high,divorced,2451,4609,4,y,no,12,excellent,low,80,1,13,2,better,9,8,1,8
30,no,travel_rarely,1339,sales,5,bachelor,life_sciences,1,228,medium,female,41,high,3,sales_executive,very_high,married,9419,8053,2,y,no,12,excellent,high,80,1,12,2,better,10,9,7,4
38,no,travel_rarely,702,sales,1,master,life_sciences,1,230,low,female,59,medium,2,sales_executive,very_high,single,8686,12930,4,y,no,22,outstanding,high,80,0,12,2,best,8,3,0,7
32,no,travel_rarely,120,research_&_development,6,doctor,life_sciences,1,231,high,male,43,high,1,research_scientist,high,single,3038,12430,3,y,no,20,outstanding,low,80,0,8,2,better,5,4,1,4
27,no,travel_rarely,1157,research_&_development,17,bachelor,technical_degree,1,233,high,male,51,high,1,research_scientist,medium,married,3058,13364,0,y,yes,16,excellent,very_high,80,1,6,3,good,5,2,1,1
19,yes,travel_frequently,602,sales,1,below_college,technical_degree,1,235,high,female,100,low,1,sales_representative,low,single,2325,20989,0,y,no,21,outstanding,low,80,0,1,5,best,0,0,0,0
36,no,travel_frequently,1480,research_&_development,3,college,medical,1,238,very_high,male,30,high,1,laboratory_technician,medium,single,2088,15062,4,y,no,12,excellent,high,80,0,13,3,good,8,7,7,2
30,no,non_travel,111,research_&_development,9,bachelor,medical,1,239,high,male,66,high,2,laboratory_technician,low,divorced,3072,11012,1,y,no,11,excellent,high,80,2,12,4,better,12,9,6,10
45,no,travel_rarely,1268,sales,4,college,life_sciences,1,240,high,female,30,high,2,sales_executive,low,divorced,5006,6319,4,y,yes,11,excellent,low,80,1,9,3,best,5,4,0,3
56,no,travel_rarely,713,research_&_development,8,bachelor,life_sciences,1,241,high,female,67,high,1,research_scientist,low,divorced,4257,13939,4,y,yes,18,excellent,high,80,1,19,3,better,2,2,2,2
33,no,travel_rarely,134,research_&_development,2,bachelor,life_sciences,1,242,high,male,90,high,1,research_scientist,very_high,single,2500,10515,0,y,no,14,excellent,low,80,0,4,2,best,3,1,0,2
19,yes,travel_rarely,303,research_&_development,2,bachelor,life_sciences,1,243,medium,male,47,medium,1,laboratory_technician,very_high,single,1102,9241,1,y,no,22,outstanding,high,80,0,1,3,good,1,0,1,0
46,no,travel_rarely,526,sales,1,college,marketing,1,244,medium,female,92,high,3,sales_executive,low,divorced,10453,2137,1,y,no,25,outstanding,high,80,3,24,2,better,24,13,15,7
38,no,travel_rarely,1380,research_&_development,9,college,life_sciences,1,245,high,female,75,high,1,laboratory_technician,very_high,single,2288,6319,1,y,no,12,excellent,high,80,0,2,3,better,2,2,2,1
31,no,travel_rarely,140,research_&_development,12,below_college,medical,1,246,high,female,95,high,1,research_scientist,very_high,married,3929,6984,8,y,yes,23,outstanding,high,80,1,7,0,better,4,2,0,2
34,no,travel_rarely,629,research_&_development,27,college,medical,1,247,very_high,female,95,high,1,research_scientist,medium,single,2311,5711,2,y,no,15,excellent,very_high,80,0,9,3,better,3,2,1,2
41,yes,travel_rarely,1356,sales,20,college,marketing,1,248,medium,female,70,high,1,sales_representative,medium,single,3140,21728,1,y,yes,22,outstanding,very_high,80,0,4,5,good,4,3,0,2
50,no,travel_rarely,328,research_&_development,1,bachelor,medical,1,249,high,male,86,medium,1,laboratory_technician,high,married,3690,3425,2,y,no,15,excellent,very_high,80,1,5,2,good,3,2,0,2
53,no,travel_rarely,1084,research_&_development,13,college,medical,1,250,very_high,female,57,very_high,2,manufacturing_director,low,divorced,4450,26250,1,y,no,11,excellent,high,80,2,5,3,better,4,2,1,3
33,no,travel_rarely,931,research_&_development,14,bachelor,medical,1,252,very_high,female,72,high,1,research_scientist,medium,married,2756,4673,1,y,no,13,excellent,very_high,80,1,8,5,better,8,7,1,6
40,no,travel_rarely,989,research_&_development,4,below_college,medical,1,253,very_high,female,46,high,5,manager,high,married,19033,6499,1,y,no,14,excellent,medium,80,1,21,2,better,20,8,9,9
55,no,travel_rarely,692,research_&_development,14,master,medical,1,254,high,male,61,very_high,5,research_director,medium,single,18722,13339,8,y,no,11,excellent,very_high,80,0,36,3,better,24,15,2,15
34,no,travel_frequently,1069,research_&_development,2,below_college,life_sciences,1,256,very_high,male,45,medium,2,manufacturing_director,high,married,9547,14074,1,y,no,17,excellent,high,80,0,10,2,good,10,9,1,9
51,no,travel_rarely,313,research_&_development,3,bachelor,medical,1,258,very_high,female,98,high,4,healthcare_representative,medium,single,13734,7192,3,y,no,18,excellent,high,80,0,21,6,better,7,7,1,0
52,no,travel_rarely,699,research_&_development,1,master,life_sciences,1,259,high,male,65,medium,5,manager,high,married,19999,5678,0,y,no,14,excellent,low,80,1,34,5,better,33,18,11,9
27,no,travel_rarely,894,research_&_development,9,bachelor,medical,1,260,very_high,female,99,high,1,research_scientist,medium,single,2279,11781,1,y,no,16,excellent,very_high,80,0,7,2,good,7,7,0,3
35,yes,travel_rarely,556,research_&_development,23,college,life_sciences,1,261,medium,male,50,medium,2,manufacturing_director,high,married,5916,15497,3,y,yes,13,excellent,low,80,0,8,1,better,1,0,0,1
43,no,non_travel,1344,research_&_development,7,bachelor,medical,1,262,very_high,male,37,very_high,1,research_scientist,very_high,divorced,2089,5228,4,y,no,14,excellent,very_high,80,3,7,3,best,5,4,2,2
45,no,non_travel,1195,research_&_development,2,college,medical,1,264,low,male,65,medium,4,manager,very_high,married,16792,20462,9,y,no,23,outstanding,very_high,80,1,22,1,better,20,8,11,8
37,no,travel_rarely,290,research_&_development,21,bachelor,life_sciences,1,267,medium,male,65,very_high,1,research_scientist,low,married,3564,22977,1,y,yes,12,excellent,low,80,1,8,3,good,8,7,1,7
35,no,travel_frequently,138,research_&_development,2,bachelor,medical,1,269,medium,female,37,high,2,laboratory_technician,medium,single,4425,15986,5,y,no,11,excellent,very_high,80,0,10,5,better,6,2,1,2
42,no,non_travel,926,research_&_development,21,college,medical,1,270,high,female,36,high,2,manufacturing_director,high,divorced,5265,16439,2,y,no,16,excellent,medium,80,1,11,5,better,5,3,0,2
38,no,travel_rarely,1261,research_&_development,2,master,life_sciences,1,271,very_high,male,88,high,2,manufacturing_director,high,married,6553,7259,9,y,no,14,excellent,medium,80,0,14,3,better,1,0,0,0
38,no,travel_rarely,1084,research_&_development,29,bachelor,technical_degree,1,273,very_high,male,54,high,2,manufacturing_director,very_high,married,6261,4185,3,y,no,18,excellent,low,80,1,9,3,bad,7,7,1,7
27,no,travel_frequently,472,research_&_development,1,below_college,technical_degree,1,274,high,male,60,medium,2,manufacturing_director,low,married,4298,9679,5,y,no,19,excellent,high,80,1,6,1,better,2,2,2,0
49,no,non_travel,1002,research_&_development,18,master,life_sciences,1,275,very_high,male,92,high,2,manufacturing_director,very_high,divorced,6804,23793,1,y,yes,15,excellent,low,80,2,7,0,better,7,7,1,7
34,no,travel_frequently,878,research_&_development,10,master,medical,1,277,very_high,male,43,high,1,research_scientist,high,divorced,3815,5972,1,y,yes,17,excellent,very_high,80,1,5,4,best,5,3,2,0
40,no,travel_rarely,905,research_&_development,19,college,medical,1,281,high,male,99,high,2,laboratory_technician,very_high,married,2741,16523,8,y,yes,15,excellent,high,80,1,15,2,best,7,2,3,7
38,yes,travel_rarely,1180,research_&_development,29,below_college,medical,1,282,medium,male,70,high,2,healthcare_representative,low,married,6673,11354,7,y,yes,19,excellent,medium,80,0,17,2,better,1,0,0,0
29,yes,travel_rarely,121,sales,27,bachelor,marketing,1,283,medium,female,35,high,3,sales_executive,very_high,married,7639,24525,1,y,no,22,outstanding,very_high,80,3,10,3,good,10,4,1,9
22,no,travel_rarely,1136,research_&_development,5,bachelor,life_sciences,1,284,very_high,male,60,very_high,1,research_scientist,medium,divorced,2328,12392,1,y,yes,16,excellent,low,80,1,4,2,good,4,2,2,2
36,no,travel_frequently,635,research_&_development,18,below_college,medical,1,286,medium,female,73,high,1,laboratory_technician,very_high,single,2153,7703,1,y,no,13,excellent,low,80,0,8,2,better,8,1,1,7
40,no,non_travel,1151,research_&_development,9,doctor,life_sciences,1,287,very_high,male,63,medium,2,healthcare_representative,very_high,married,4876,14242,9,y,no,14,excellent,very_high,80,1,5,5,bad,3,2,0,2
46,no,travel_rarely,644,research_&_development,1,master,medical,1,288,very_high,male,97,high,3,healthcare_representative,low,divorced,9396,12368,7,y,no,16,excellent,high,80,1,17,3,better,4,2,0,3
32,yes,travel_rarely,1045,sales,4,master,medical,1,291,very_high,male,32,low,3,sales_executive,very_high,married,10400,25812,1,y,no,11,excellent,high,80,0,14,2,good,14,8,9,8
30,no,non_travel,829,research_&_development,1,below_college,life_sciences,1,292,high,male,88,medium,3,manufacturing_director,high,single,8474,20925,1,y,no,22,outstanding,high,80,0,12,2,better,11,8,5,8
27,no,travel_frequently,1242,sales,20,bachelor,life_sciences,1,293,very_high,female,90,high,2,sales_executive,high,single,9981,12916,1,y,no,14,excellent,very_high,80,0,7,2,better,7,7,0,7
51,no,travel_rarely,1469,research_&_development,8,master,life_sciences,1,296,medium,male,81,medium,3,research_director,medium,married,12490,15736,5,y,no,16,excellent,very_high,80,2,16,5,bad,10,9,4,7
30,yes,travel_rarely,1005,research_&_development,3,bachelor,technical_degree,1,297,very_high,female,88,high,1,research_scientist,low,single,2657,8556,5,y,yes,11,excellent,high,80,0,8,5,better,5,2,0,4
41,no,travel_rarely,896,sales,6,bachelor,life_sciences,1,298,very_high,female,75,high,3,manager,very_high,single,13591,14674,3,y,yes,18,excellent,high,80,0,16,3,better,1,0,0,0
30,yes,travel_frequently,334,sales,26,master,marketing,1,299,high,female,52,medium,2,sales_executive,low,single,6696,22967,5,y,no,15,excellent,high,80,0,9,5,good,6,3,0,1
29,yes,travel_rarely,992,research_&_development,1,bachelor,technical_degree,1,300,high,male,85,high,1,research_scientist,high,single,2058,19757,0,y,no,14,excellent,very_high,80,0,7,1,good,6,2,1,5
45,no,non_travel,1052,sales,6,bachelor,medical,1,302,very_high,female,57,medium,3,sales_executive,very_high,single,8865,16840,6,y,no,12,excellent,very_high,80,0,23,2,better,19,7,12,8
54,no,travel_rarely,1147,sales,3,bachelor,marketing,1,303,very_high,female,52,high,2,sales_executive,low,married,5940,17011,2,y,no,14,excellent,very_high,80,1,16,4,better,6,2,0,5
36,no,travel_rarely,1396,research_&_development,5,college,life_sciences,1,304,very_high,male,62,high,2,laboratory_technician,medium,single,5914,9945,8,y,no,16,excellent,very_high,80,0,16,3,best,13,11,3,7
33,no,travel_rarely,147,research_&_development,4,master,medical,1,305,high,female,47,medium,1,research_scientist,medium,married,2622,13248,6,y,no,21,outstanding,very_high,80,0,7,3,better,3,2,1,1
37,no,travel_frequently,663,research_&_development,11,bachelor,other,1,306,medium,male,47,high,3,research_director,very_high,divorced,12185,10056,1,y,yes,14,excellent,high,80,3,10,1,better,10,8,0,7
38,no,travel_rarely,119,sales,3,bachelor,life_sciences,1,307,low,male,76,high,3,sales_executive,high,divorced,10609,9647,0,y,no,12,excellent,high,80,2,17,6,good,16,10,5,13
31,no,non_travel,979,research_&_development,1,master,medical,1,308,high,male,90,low,2,manufacturing_director,high,married,4345,4381,0,y,no,12,excellent,very_high,80,1,6,2,better,5,4,1,4
59,no,travel_rarely,142,research_&_development,3,bachelor,life_sciences,1,309,high,male,70,medium,1,research_scientist,very_high,married,2177,8456,3,y,no,17,excellent,low,80,1,7,6,better,1,0,0,0
37,no,travel_frequently,319,sales,4,master,marketing,1,311,low,male,41,high,1,sales_representative,very_high,divorced,2793,2539,4,y,no,17,excellent,high,80,1,13,2,better,9,8,5,8
29,no,travel_frequently,1413,sales,1,below_college,medical,1,312,medium,female,42,high,3,sales_executive,very_high,married,7918,6599,1,y,no,14,excellent,very_high,80,1,11,5,better,11,10,4,1
35,no,travel_frequently,944,sales,1,bachelor,marketing,1,314,high,female,92,high,3,sales_executive,high,single,8789,9096,1,y,no,14,excellent,low,80,0,10,3,best,10,7,0,8
29,yes,travel_rarely,896,research_&_development,18,below_college,medical,1,315,high,male,86,medium,1,research_scientist,very_high,single,2389,14961,1,y,yes,13,excellent,high,80,0,4,3,good,4,3,0,1
52,no,travel_rarely,1323,research_&_development,2,bachelor,life_sciences,1,316,high,female,89,medium,1,laboratory_technician,very_high,single,3212,3300,7,y,no,15,excellent,medium,80,0,6,3,good,2,2,2,2
42,no,travel_rarely,532,research_&_development,4,college,technical_degree,1,319,high,male,58,high,5,manager,very_high,married,19232,4933,1,y,no,11,excellent,very_high,80,0,22,3,better,22,17,11,15
59,no,travel_rarely,818,human_resources,6,college,medical,1,321,medium,male,52,high,1,human_resources,high,married,2267,25657,8,y,no,17,excellent,very_high,80,0,7,2,good,2,2,2,2
